id,focus,signal,slack,drag,confidence,score,lane
l001,sync drift,35,33,6,25,133,watch
l002,local state,35,34,6,55,164,watch
l003,conflict cost,35,35,6,85,195,watch
l004,form pressure,35,36,18,25,76,hold
l005,sync drift,35,37,18,55,107,hold
l006,local state,35,38,18,85,138,watch
l007,conflict cost,35,39,34,25,-1,hold
l008,form pressure,35,40,34,55,30,hold
l009,sync drift,35,41,34,85,61,hold
l010,local state,60,42,6,25,217,ship
l011,conflict cost,60,43,6,55,248,ship
l012,form pressure,60,44,6,85,279,ship
l013,sync drift,60,45,18,25,160,watch
l014,local state,60,46,18,55,191,watch
l015,conflict cost,60,47,18,85,222,ship
l016,form pressure,60,48,34,25,83,hold
l017,sync drift,60,32,34,55,97,hold
l018,local state,60,33,34,85,128,watch
l019,conflict cost,85,34,6,25,284,ship
l020,form pressure,85,35,6,55,315,ship
l021,sync drift,85,36,6,85,346,ship
l022,local state,85,37,18,25,227,ship
l023,conflict cost,85,38,18,55,258,ship
l024,form pressure,85,39,18,85,289,ship
l025,sync drift,85,40,34,25,150,watch
l026,local state,85,41,34,55,181,watch
l027,conflict cost,85,42,34,85,212,ship
